id,child,trial,age,year_group,competition_order,age_group,country,gender,cost,competition,relation,fairness,allocation,justification
U4036,140,4,56,Jonior,control first,Younger,UK,Female,NOcost,Competition,Unknown-peer,Fair,UFdis,Norm
U4037,141,4,61,Jonior,control first,Younger,UK,Female,NOcost,Competition,Unknown-peer,Unfair,Fair,Uncodable
U4038,142,4,62,Jonior,control first,Younger,UK,Male,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
U4039,143,4,58,Jonior,control first,Younger,UK,Female,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
U4040,144,4,58,Jonior,control first,Younger,UK,Female,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
U4041,145,4,56,Jonior,control first,Younger,UK,Male,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
U4042,146,4,41,Jonior,control first,Younger,UK,Male,NOcost,Competition,Unknown-peer,Fair,UFdis,Uncodable
U4043,147,4,48,Jonior,control first,Younger,UK,Female,NOcost,Competition,Unknown-peer,Unfair,Fair,Uncodable
U4044,148,4,55,Jonior,control first,Younger,UK,Female,NOcost,Competition,Unknown-peer,Unfair,Fair,Desire
U4045,149,4,59,Jonior,control first,Younger,UK,Male,NOcost,Competition,Unknown-peer,Fair,UFad,Norm
U4046,150,4,82,Senior,control first,Older,UK,Female,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
U4047,151,4,54,Jonior,control first,Younger,UK,Male,NOcost,Competition,Unknown-peer,Unfair,Fair,Desire
U4048,152,4,53,Jonior,control first,Younger,UK,Female,NOcost,Competition,Unknown-peer,Fair,Fair,Desire
U4049,153,4,53,Jonior,control first,Younger,UK,Female,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
U4050,154,4,55,Jonior,control first,Younger,UK,Female,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
U4051,155,4,55,Jonior,competition first,Younger,UK,Female,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
U4052,156,4,55,Jonior,control first,Younger,UK,Female,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
U4053,157,4,55,Jonior,competition first,Younger,UK,Male,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
U4054,158,4,56,Jonior,control first,Younger,UK,Male,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
U4055,159,4,54,Jonior,competition first,Younger,UK,Male,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
U4056,160,4,62,Jonior,competition first,Younger,UK,Male,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
U4057,161,4,62,Jonior,competition first,Younger,UK,Male,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
U4058,162,4,60,Jonior,competition first,Younger,UK,Female,NOcost,Competition,Unknown-peer,Fair,UFad,Norm
U4059,163,4,53,Jonior,competition first,Younger,UK,Male,NOcost,Competition,Unknown-peer,Unfair,Fair,Desire
U4060,164,4,56,Jonior,competition first,Younger,UK,Male,NOcost,Competition,Unknown-peer,Unfair,UFad,Desire
U4061,165,4,57,Jonior,competition first,Younger,UK,Male,NOcost,Competition,Unknown-peer,Fair,UFdis,Norm
U4062,166,4,58,Jonior,competition first,Younger,UK,Female,NOcost,Competition,Unknown-peer,Fair,UFad,Norm
U4063,167,4,61,Jonior,competition first,Younger,UK,Male,NOcost,Competition,Unknown-peer,Unfair,Fair,Desire
U4064,168,4,61,Jonior,competition first,Younger,UK,Male,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
U4065,169,4,64,Jonior,competition first,Older,UK,Female,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
U4066,170,4,64,Senior,competition first,Older,UK,Male,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
U4067,171,4,65,Senior,competition first,Older,UK,Female,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
U4068,172,4,68,Senior,competition first,Older,UK,Male,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
U4069,173,4,69,Senior,competition first,Older,UK,Male,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
U4070,174,4,69,Senior,competition first,Older,UK,Male,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
U4071,175,4,70,Senior,competition first,Older,UK,Female,NOcost,Competition,Unknown-peer,Fair,UFad,Norm
U4072,176,4,71,Senior,competition first,Older,UK,Female,NOcost,Competition,Unknown-peer,Unfair,Fair,Desire
U4073,177,4,72,Senior,competition first,Older,UK,Female,NOcost,Competition,Unknown-peer,Unfair,Fair,Desire
U4074,178,4,74,Senior,competition first,Older,UK,Female,NOcost,Competition,Unknown-peer,Unfair,UFad,Desire
U4075,179,4,75,Senior,competition first,Older,UK,Male,NOcost,Competition,Unknown-peer,Fair,UFdis,Norm
U4076,180,4,65,Senior,competition first,Older,UK,Male,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
U4077,181,4,66,Senior,competition first,Older,UK,Female,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
U4078,182,4,66,Senior,competition first,Older,UK,Female,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
U4079,183,4,68,Senior,competition first,Older,UK,Male,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
U4080,184,4,70,Senior,control first,Older,UK,Male,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
U4081,185,4,76,Senior,control first,Older,UK,Male,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
U4082,186,4,76,Senior,control first,Older,UK,Male,NOcost,Competition,Unknown-peer,Unfair,Fair,Affiliation
U4083,187,4,69,Senior,control first,Older,UK,Male,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
U4084,188,4,68,Senior,control first,Older,UK,Male,NOcost,Competition,Unknown-peer,Fair,UFad,Norm
U4085,189,4,66,Senior,control first,Older,UK,Female,NOcost,Competition,Unknown-peer,Fair,UFad,Norm
U4086,190,4,68,Senior,control first,Older,UK,Male,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
U4087,191,4,72,Senior,control first,Older,UK,Female,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
U4088,192,4,72,Senior,control first,Older,UK,Male,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
U4089,193,4,60,Jonior,control first,Younger,UK,Female,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
U4090,194,4,52,Jonior,control first,Younger,UK,Male,NOcost,Competition,Unknown-peer,Unfair,Fair,Desire
U4091,195,4,56,Jonior,control first,Younger,UK,Male,NOcost,Competition,Unknown-peer,Unfair,Fair,Desire
U4092,196,4,59,Jonior,control first,Younger,UK,Male,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
U4093,197,4,59,Jonior,control first,Younger,UK,Male,NOcost,Competition,Unknown-peer,Fair,UFad,Norm
U4094,198,4,62,Jonior,control first,Younger,UK,Male,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
U4095,199,4,62,Jonior,control first,Younger,UK,Female,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
U4096,200,4,62,Jonior,control first,Younger,UK,Female,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
U4097,201,4,52,Jonior,control first,Younger,UK,Male,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
U4098,202,4,63,Jonior,control first,Older,UK,Female,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
U4099,203,4,56,Jonior,control first,Younger,UK,Female,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
U4100,204,4,63,Jonior,control first,Older,UK,Male,NOcost,Competition,Unknown-peer,Fair,Fair,Norm
C2E01,1,5,54,Jonior,competition first,Younger,CN,Female,Cost,NOcompetition,Friend,Unfair,UFdis,Desire
C2E02,2,5,53,Jonior,competition first,Younger,CN,Male,Cost,NOcompetition,Friend,Fair,Fair,Norm
C2E03,3,5,51,Jonior,competition first,Younger,CN,Female,Cost,NOcompetition,Friend,Unfair,UFad,Desire
C2E04,4,5,48,Jonior,competition first,Younger,CN,Female,Cost,NOcompetition,Friend,Fair,Fair,Norm
C2E05,5,5,53,Jonior,competition first,Younger,CN,Female,Cost,NOcompetition,Friend,Fair,Fair,Norm
C2E06,6,5,52,Jonior,competition first,Younger,CN,Male,Cost,NOcompetition,Friend,Unfair,UFad,Norm
C2E07,7,5,50,Jonior,competition first,Younger,CN,Male,Cost,NOcompetition,Friend,Fair,Fair,Norm
C2E08,8,5,48,Jonior,competition first,Younger,CN,Male,Cost,NOcompetition,Friend,Fair,Fair,Conduct
C2E09,9,5,52,Jonior,competition first,Younger,CN,Female,Cost,NOcompetition,Friend,Fair,Fair,Affiliation
C2E10,10,5,53,Jonior,competition first,Younger,CN,Male,Cost,NOcompetition,Friend,Fair,Fair,Norm
C2E11,11,5,44,Jonior,competition first,Younger,CN,Male,Cost,NOcompetition,Friend,Unfair,UFdis,Affiliation
C2E12,12,5,47,Jonior,competition first,Younger,CN,Male,Cost,NOcompetition,Friend,Unfair,UFad,Desire
C2E13,13,5,48,Jonior,competition first,Younger,CN,Male,Cost,NOcompetition,Friend,Fair,Fair,Desire
C2E14,14,5,51,Jonior,competition first,Younger,CN,Male,Cost,NOcompetition,Friend,Fair,Fair,Affiliation
C2E15,15,5,49,Jonior,competition first,Younger,CN,Male,Cost,NOcompetition,Friend,Unfair,UFad,Desire
C2E16,16,5,51,Jonior,competition first,Younger,CN,Male,Cost,NOcompetition,Friend,Fair,Fair,Norm
C2E17,17,5,49,Jonior,competition first,Younger,CN,Male,Cost,NOcompetition,Friend,Fair,Fair,Conduct
C2E18,18,5,48,Jonior,competition first,Younger,CN,Male,Cost,NOcompetition,Friend,Unfair,UFad,Desire
C2E19,19,5,48,Jonior,competition first,Younger,CN,Male,Cost,NOcompetition,Friend,Unfair,UFdis,Desire
C2E20,20,5,52,Jonior,competition first,Younger,CN,Female,Cost,NOcompetition,Friend,Fair,Fair,Norm
C2E21,21,5,54,Jonior,competition first,Younger,CN,Female,Cost,NOcompetition,Friend,Fair,Fair,Affiliation
C2E22,22,5,53,Jonior,competition first,Younger,CN,Male,Cost,NOcompetition,Friend,Fair,Fair,Norm
C2E23,23,5,47,Jonior,competition first,Younger,CN,Female,Cost,NOcompetition,Friend,Fair,Fair,Conduct
C2E24,24,5,60,Jonior,competition first,Younger,CN,Male,Cost,NOcompetition,Friend,Fair,Fair,Affiliation
C2E25,25,5,50,Jonior,competition first,Younger,CN,Male,Cost,NOcompetition,Friend,Fair,Fair,Norm
C2C01,26,5,50,Jonior,control first,Younger,CN,Female,Cost,NOcompetition,Friend,Fair,Fair,Norm
C2C02,27,5,53,Jonior,control first,Younger,CN,Female,Cost,NOcompetition,Friend,Fair,Fair,Norm
C2C03,28,5,53,Jonior,control first,Younger,CN,Male,Cost,NOcompetition,Friend,Fair,Fair,Affiliation
C2C04,29,5,52,Jonior,control first,Younger,CN,Male,Cost,NOcompetition,Friend,Unfair,UFad,Desire
C2C05,30,5,53,Jonior,control first,Younger,CN,Male,Cost,NOcompetition,Friend,Unfair,UFad,Desire
C2C06,31,5,49,Jonior,control first,Younger,CN,Male,Cost,NOcompetition,Friend,Fair,Fair,Conduct
C2C07,32,5,50,Jonior,control first,Younger,CN,Female,Cost,NOcompetition,Friend,Fair,Fair,Conduct
C2C08,33,5,52,Jonior,control first,Younger,CN,Male,Cost,NOcompetition,Friend,Fair,Fair,Affiliation
C2C09,34,5,48,Jonior,control first,Younger,CN,Male,Cost,NOcompetition,Friend,Fair,Fair,Norm
C2C10,35,5,49,Jonior,control first,Younger,CN,Male,Cost,NOcompetition,Friend,Fair,Fair,Norm
C2C11,36,5,46,Jonior,control first,Younger,CN,Female,Cost,NOcompetition,Friend,Fair,Fair,Uncodable
C2C12,37,5,46,Jonior,control first,Younger,CN,Male,Cost,NOcompetition,Friend,Fair,Fair,Norm
C2C13,38,5,53,Jonior,control first,Younger,CN,Male,Cost,NOcompetition,Friend,Fair,Fair,Desire
C2C14,39,5,53,Jonior,control first,Younger,CN,Male,Cost,NOcompetition,Friend,Fair,Fair,Norm
C2C15,40,5,48,Jonior,control first,Younger,CN,Female,Cost,NOcompetition,Friend,Unfair,UFdis,Conduct
C2C16,41,5,49,Jonior,control first,Younger,CN,Male,Cost,NOcompetition,Friend,Fair,Fair,Norm
C2C17,42,5,47,Jonior,control first,Younger,CN,Female,Cost,NOcompetition,Friend,Fair,Fair,Affiliation
C2C18,43,5,51,Jonior,control first,Younger,CN,Male,Cost,NOcompetition,Friend,Unfair,UFad,Desire
C2C19,44,5,48,Jonior,control first,Younger,CN,Male,Cost,NOcompetition,Friend,Unfair,UFdis,Affiliation
C2C20,45,5,42,Jonior,control first,Younger,CN,Male,Cost,NOcompetition,Friend,Unfair,UFad,Desire
C2C21,46,5,52,Jonior,control first,Younger,CN,Female,Cost,NOcompetition,Friend,Unfair,UFdis,Affiliation
C2C23,47,5,38,Jonior,control first,Younger,CN,Female,Cost,NOcompetition,Friend,Unfair,UFdis,Norm
C2C22,48,5,47,Jonior,control first,Younger,CN,Female,Cost,NOcompetition,Friend,Fair,Fair,Norm
C2C24,49,5,44,Jonior,control first,Younger,CN,Male,Cost,NOcompetition,Friend,Fair,Fair,Desire
C2C25,50,5,44,Jonior,control first,Younger,CN,Male,Cost,NOcompetition,Friend,Unfair,UFad,Desire
C2E26,51,5,44,Jonior,competition first,Younger,CN,Female,Cost,NOcompetition,Friend,Fair,Fair,Affiliation
C2C26,52,5,47,Jonior,control first,Younger,CN,Female,Cost,NOcompetition,Friend,Unfair,UFad,Desire
C2E27,53,5,41,Jonior,competition first,Younger,CN,Male,Cost,NOcompetition,Friend,Fair,Fair,Affiliation
C2C27,54,5,44,Jonior,control first,Younger,CN,Male,Cost,NOcompetition,Friend,Unfair,UFad,Desire
C4E01,55,5,69,Senior,competition first,Older,CN,Female,Cost,NOcompetition,Friend,Fair,Fair,Norm
C4E02,56,5,75,Senior,competition first,Older,CN,Male,Cost,NOcompetition,Friend,Unfair,UFad,Uncodable
C4E03,57,5,75,Senior,competition first,Older,CN,Male,Cost,NOcompetition,Friend,Fair,Fair,Norm
C4E04,58,5,70,Senior,competition first,Older,CN,Female,Cost,NOcompetition,Friend,Fair,Fair,Norm
C4E05,59,5,70,Senior,competition first,Older,CN,Female,Cost,NOcompetition,Friend,Fair,Fair,Norm
C4E06,60,5,70,Senior,competition first,Older,CN,Female,Cost,NOcompetition,Friend,Unfair,UFdis,Desire
C4E07,61,5,70,Senior,competition first,Older,CN,Female,Cost,NOcompetition,Friend,Unfair,UFad,Desire
C4E08,62,5,75,Senior,competition first,Older,CN,Female,Cost,NOcompetition,Friend,Fair,Fair,Norm
C4E09,63,5,74,Senior,competition first,Older,CN,Male,Cost,NOcompetition,Friend,Fair,Fair,Norm
C4E10,64,5,75,Senior,competition first,Older,CN,Male,Cost,NOcompetition,Friend,Unfair,UFad,Desire
C4E11,65,5,70,Senior,competition first,Older,CN,Female,Cost,NOcompetition,Friend,Fair,Fair,Norm
C4E12,66,5,69,Senior,competition first,Older,CN,Male,Cost,NOcompetition,Friend,Fair,Fair,Norm
C4E13,67,5,76,Senior,competition first,Older,CN,Male,Cost,NOcompetition,Friend,Unfair,UFad,Conduct
C4E14,68,5,75,Senior,competition first,Older,CN,Male,Cost,NOcompetition,Friend,Fair,Fair,Norm
C4E15,69,5,73,Senior,competition first,Older,CN,Female,Cost,NOcompetition,Friend,Unfair,UFad,Desire
C4E16,70,5,73,Senior,competition first,Older,CN,Female,Cost,NOcompetition,Friend,Fair,Fair,Norm
C4E17,71,5,76,Senior,competition first,Older,CN,Male,Cost,NOcompetition,Friend,Fair,Fair,Norm
C4E18,72,5,75,Senior,competition first,Older,CN,Male,Cost,NOcompetition,Friend,Unfair,UFad,Desire
C4E19,73,5,75,Senior,competition first,Older,CN,Male,Cost,NOcompetition,Friend,Fair,Fair,Norm
C4E20,74,5,75,Senior,competition first,Older,CN,Male,Cost,NOcompetition,Friend,Fair,Fair,Norm
C4E21,75,5,73,Senior,competition first,Older,CN,Male,Cost,NOcompetition,Friend,Fair,Fair,Norm
C4E22,76,5,73,Senior,competition first,Older,CN,Female,Cost,NOcompetition,Friend,Fair,Fair,Norm
C4E23,77,5,72,Senior,competition first,Older,CN,Female,Cost,NOcompetition,Friend,Unfair,UFad,Desire
C4E24,78,5,72,Senior,competition first,Older,CN,Female,Cost,NOcompetition,Friend,Fair,Fair,Norm
C4E25,79,5,77,Senior,competition first,Older,CN,Female,Cost,NOcompetition,Friend,Fair,Fair,Norm
C4C01,80,5,72,Senior,control first,Older,CN,Male,Cost,NOcompetition,Friend,Fair,Fair,Norm
C4C02,81,5,75,Senior,control first,Older,CN,Male,Cost,NOcompetition,Friend,Unfair,UFad,Desire
C4C03,82,5,74,Senior,control first,Older,CN,Female,Cost,NOcompetition,Friend,Fair,Fair,Norm
C4C04,83,5,71,Senior,control first,Older,CN,Male,Cost,NOcompetition,Friend,Fair,Fair,Norm
C4C05,84,5,69,Senior,control first,Older,CN,Female,Cost,NOcompetition,Friend,Unfair,UFdis,Affiliation
C4C06,85,5,71,Senior,control first,Older,CN,Male,Cost,NOcompetition,Friend,Fair,Fair,Norm
C4C07,86,5,75,Senior,control first,Older,CN,Female,Cost,NOcompetition,Friend,Fair,Fair,Norm
C4C08,87,5,73,Senior,control first,Older,CN,Male,Cost,NOcompetition,Friend,Unfair,UFad,Desire
C4C09,88,5,70,Senior,control first,Older,CN,Male,Cost,NOcompetition,Friend,Unfair,UFad,Desire
C4C10,89,5,71,Senior,control first,Older,CN,Female,Cost,NOcompetition,Friend,Unfair,UFdis,Affiliation
C4C11,90,5,72,Senior,control first,Older,CN,Female,Cost,NOcompetition,Friend,Unfair,UFad,Desire
C4C12,91,5,69,Senior,control first,Older,CN,Male,Cost,NOcompetition,Friend,Unfair,UFdis,Affiliation
C4C13,92,5,72,Senior,control first,Older,CN,Male,Cost,NOcompetition,Friend,Fair,Fair,Norm
C4C14,93,5,75,Senior,control first,Older,CN,Male,Cost,NOcompetition,Friend,Unfair,UFad,Desire
C4C15,94,5,74,Senior,control first,Older,CN,Male,Cost,NOcompetition,Friend,Fair,Fair,Norm
C4C16,95,5,73,Senior,control first,Older,CN,Male,Cost,NOcompetition,Friend,Unfair,UFad,Desire
C4C17,96,5,73,Senior,control first,Older,CN,Female,Cost,NOcompetition,Friend,Unfair,UFdis,Affiliation
C4C18,97,5,79,Senior,control first,Older,CN,Female,Cost,NOcompetition,Friend,Unfair,UFad,Desire
C4C19,98,5,78,Senior,control first,Older,CN,Female,Cost,NOcompetition,Friend,Unfair,UFad,Desire
C4C20,99,5,78,Senior,control first,Older,CN,Male,Cost,NOcompetition,Friend,Unfair,UFdis,Affiliation
C4C21,100,5,78,Senior,control first,Older,CN,Male,Cost,NOcompetition,Friend,Unfair,UFad,Desire
C4C22,101,5,77,Senior,control first,Older,CN,Female,Cost,NOcompetition,Friend,Unfair,UFad,Desire
C4C23,102,5,77,Senior,control first,Older,CN,Female,Cost,NOcompetition,Friend,Unfair,UFdis,Affiliation
C4C24,103,5,75,Senior,control first,Older,CN,Female,Cost,NOcompetition,Friend,Fair,Fair,Norm
C4C25,104,5,73,Senior,control first,Older,CN,Female,Cost,NOcompetition,Friend,Fair,Fair,Norm
U4001,105,5,64,Senior,competition first,Older,UK,Male,Cost,NOcompetition,Friend,Unfair,UFad,Desire
U4002,106,5,68,Senior,competition first,Older,UK,Male,Cost,NOcompetition,Friend,Unfair,Fair,Desire
U4003,107,5,64,Senior,competition first,Older,UK,Male,Cost,NOcompetition,Friend,Unfair,UFad,Desire
U4004,108,5,73,Senior,competition first,Older,UK,Female,Cost,NOcompetition,Friend,Unfair,UFad,Desire
U4005,109,5,77,Senior,competition first,Older,UK,Male,Cost,NOcompetition,Friend,Fair,UFad,Norm
U4006,110,5,80,Senior,competition first,Older,UK,Female,Cost,NOcompetition,Friend,Unfair,UFad,Desire
U4007,111,5,74,Senior,competition first,Older,UK,Female,Cost,NOcompetition,Friend,Unfair,UFdis,Desire
U4008,112,5,71,Senior,competition first,Older,UK,Female,Cost,NOcompetition,Friend,Unfair,Fair,Desire
U4009,113,5,71,Senior,competition first,Older,UK,Female,Cost,NOcompetition,Friend,Unfair,Fair,Desire
U4010,114,5,73,Senior,competition first,Older,UK,Male,Cost,NOcompetition,Friend,Unfair,UFdis,Desire
U4011,115,5,74,Senior,competition first,Older,UK,Male,Cost,NOcompetition,Friend,Unfair,Fair,Desire
U4012,116,5,64,Senior,competition first,Older,UK,Female,Cost,NOcompetition,Friend,Fair,UFad,Norm
U4013,117,5,66,Senior,competition first,Older,UK,Male,Cost,NOcompetition,Friend,Fair,UFad,Norm
U4014,118,5,63,Senior,competition first,Older,UK,Male,Cost,NOcompetition,Friend,Fair,Fair,Norm
U4015,119,5,63,Senior,competition first,Older,UK,Male,Cost,NOcompetition,Friend,Fair,Fair,Norm
U4016,120,5,64,Senior,competition first,Older,UK,Female,Cost,NOcompetition,Friend,Fair,UFad,Uncodable
U4017,121,5,68,Senior,competition first,Older,UK,Male,Cost,NOcompetition,Friend,Unfair,UFad,Uncodable
U4018,122,5,60,Jonior,competition first,Younger,UK,Female,Cost,NOcompetition,Friend,Unfair,Fair,Desire
U4019,123,5,61,Jonior,competition first,Younger,UK,Male,Cost,NOcompetition,Friend,Fair,Fair,Norm
U4020,124,5,58,Jonior,competition first,Younger,UK,Male,Cost,NOcompetition,Friend,Fair,Fair,Norm
U4021,125,5,52,Jonior,competition first,Younger,UK,Male,Cost,NOcompetition,Friend,Unfair,Fair,Desire
U4022,126,5,57,Jonior,competition first,Younger,UK,Male,Cost,NOcompetition,Friend,Unfair,Fair,Desire
U4023,127,5,57,Jonior,competition first,Younger,UK,Male,Cost,NOcompetition,Friend,Fair,UFad,Norm
U4024,128,5,56,Jonior,competition first,Younger,UK,Female,Cost,NOcompetition,Friend,Unfair,UFad,Norm
U4025,129,5,57,Jonior,competition first,Younger,UK,Male,Cost,NOcompetition,Friend,Fair,UFad,Norm
U4026,130,5,54,Jonior,control first,Younger,UK,Female,Cost,NOcompetition,Friend,Fair,UFad,Norm
U4027,131,5,54,Jonior,control first,Younger,UK,Female,Cost,NOcompetition,Friend,Unfair,UFad,Desire
U4028,132,5,55,Jonior,control first,Younger,UK,Female,Cost,NOcompetition,Friend,Fair,UFad,Uncodable
U4029,133,5,55,Jonior,control first,Younger,UK,Female,Cost,NOcompetition,Friend,Fair,Fair,Norm
U4030,134,5,74,Senior,control first,Older,UK,Male,Cost,NOcompetition,Friend,Unfair,UFad,Desire
U4031,135,5,66,Senior,control first,Older,UK,Male,Cost,NOcompetition,Friend,Fair,Fair,Norm
U4032,136,5,57,Jonior,control first,Younger,UK,Male,Cost,NOcompetition,Friend,Unfair,Fair,Desire
U4033,137,5,62,Jonior,control first,Younger,UK,Male,Cost,NOcompetition,Friend,Unfair,UFad,Norm
U4034,138,5,56,Jonior,control first,Younger,UK,Male,Cost,NOcompetition,Friend,Unfair,Fair,Desire
U4035,139,5,53,Jonior,control first,Younger,UK,Female,Cost,NOcompetition,Friend,Unfair,Fair,Affiliation
U4036,140,5,56,Jonior,control first,Younger,UK,Female,Cost,NOcompetition,Friend,Unfair,Fair,Norm
U4037,141,5,61,Jonior,control first,Younger,UK,Female,Cost,NOcompetition,Friend,Fair,Fair,Norm
U4038,142,5,62,Jonior,control first,Younger,UK,Male,Cost,NOcompetition,Friend,Fair,Fair,Norm
U4039,143,5,58,Jonior,control first,Younger,UK,Female,Cost,NOcompetition,Friend,Unfair,Fair,Desire
U4040,144,5,58,Jonior,control first,Younger,UK,Female,Cost,NOcompetition,Friend,Fair,UFad,Norm
U4041,145,5,56,Jonior,control first,Younger,UK,Male,Cost,NOcompetition,Friend,Fair,Fair,Norm
U4042,146,5,41,Jonior,control first,Younger,UK,Male,Cost,NOcompetition,Friend,Fair,Fair,Uncodable
U4043,147,5,48,Jonior,control first,Younger,UK,Female,Cost,NOcompetition,Friend,Fair,UFad,Norm
U4044,148,5,55,Jonior,control first,Younger,UK,Female,Cost,NOcompetition,Friend,Fair,UFad,Norm
U4045,149,5,59,Jonior,control first,Younger,UK,Male,Cost,NOcompetition,Friend,Fair,UFad,Norm
U4046,150,5,82,Senior,control first,Older,UK,Female,Cost,NOcompetition,Friend,Unfair,UFad,Desire
U4047,151,5,54,Jonior,control first,Younger,UK,Male,Cost,NOcompetition,Friend,Unfair,UFad,Desire
U4048,152,5,53,Jonior,control first,Younger,UK,Female,Cost,NOcompetition,Friend,Unfair,UFad,Desire
U4049,153,5,53,Jonior,control first,Younger,UK,Female,Cost,NOcompetition,Friend,Unfair,Fair,Affiliation
U4050,154,5,55,Jonior,control first,Younger,UK,Female,Cost,NOcompetition,Friend,Unfair,Fair,Desire
U4051,155,5,55,Jonior,competition first,Younger,UK,Female,Cost,NOcompetition,Friend,Fair,Fair,Norm
U4052,156,5,55,Jonior,control first,Younger,UK,Female,Cost,NOcompetition,Friend,Unfair,Fair,Desire
U4053,157,5,55,Jonior,competition first,Younger,UK,Male,Cost,NOcompetition,Friend,Fair,UFad,Norm
U4054,158,5,56,Jonior,control first,Younger,UK,Male,Cost,NOcompetition,Friend,Fair,Fair,Norm
U4055,159,5,54,Jonior,competition first,Younger,UK,Male,Cost,NOcompetition,Friend,Fair,UFad,Norm
U4056,160,5,62,Jonior,competition first,Younger,UK,Male,Cost,NOcompetition,Friend,Fair,UFad,Norm
U4057,161,5,62,Jonior,competition first,Younger,UK,Male,Cost,NOcompetition,Friend,Unfair,UFad,Desire
U4058,162,5,60,Jonior,competition first,Younger,UK,Female,Cost,NOcompetition,Friend,Unfair,UFad,Desire
U4059,163,5,53,Jonior,competition first,Younger,UK,Male,Cost,NOcompetition,Friend,Unfair,Fair,Desire
U4060,164,5,56,Jonior,competition first,Younger,UK,Male,Cost,NOcompetition,Friend,Fair,UFad,Desire
U4061,165,5,57,Jonior,competition first,Younger,UK,Male,Cost,NOcompetition,Friend,Fair,Fair,Norm
U4062,166,5,58,Jonior,competition first,Younger,UK,Female,Cost,NOcompetition,Friend,Unfair,UFad,Desire
U4063,167,5,61,Jonior,competition first,Younger,UK,Male,Cost,NOcompetition,Friend,Unfair,UFad,Desire
U4064,168,5,61,Jonior,competition first,Younger,UK,Male,Cost,NOcompetition,Friend,Fair,Fair,Norm
U4065,169,5,64,Jonior,competition first,Older,UK,Female,Cost,NOcompetition,Friend,Unfair,Fair,Desire
U4066,170,5,64,Senior,competition first,Older,UK,Male,Cost,NOcompetition,Friend,Fair,Fair,Norm
U4067,171,5,65,Senior,competition first,Older,UK,Female,Cost,NOcompetition,Friend,Unfair,UFad,Desire
U4068,172,5,68,Senior,competition first,Older,UK,Male,Cost,NOcompetition,Friend,Fair,Fair,Norm
U4069,173,5,69,Senior,competition first,Older,UK,Male,Cost,NOcompetition,Friend,Fair,UFad,Norm
U4070,174,5,69,Senior,competition first,Older,UK,Male,Cost,NOcompetition,Friend,Fair,Fair,Norm
U4071,175,5,70,Senior,competition first,Older,UK,Female,Cost,NOcompetition,Friend,Unfair,UFad,Desire
U4072,176,5,71,Senior,competition first,Older,UK,Female,Cost,NOcompetition,Friend,Unfair,UFad,Desire
U4073,177,5,72,Senior,competition first,Older,UK,Female,Cost,NOcompetition,Friend,Fair,Fair,Norm
U4074,178,5,74,Senior,competition first,Older,UK,Female,Cost,NOcompetition,Friend,Unfair,Fair,Desire
U4075,179,5,75,Senior,competition first,Older,UK,Male,Cost,NOcompetition,Friend,Fair,UFad,Norm
U4076,180,5,65,Senior,competition first,Older,UK,Male,Cost,NOcompetition,Friend,Fair,UFad,Norm
U4077,181,5,66,Senior,competition first,Older,UK,Female,Cost,NOcompetition,Friend,Fair,UFad,Norm
U4078,182,5,66,Senior,competition first,Older,UK,Female,Cost,NOcompetition,Friend,Unfair,UFdis,Desire
